window,gaussian_id,affected_bR,bR_total,A_n,A_c,A_opportunity,D_opportunity,A_support,D_support,A_cap,D_cap,A_G0,D_G0,A_simple,D_simple,A_oac,D_oac,delta_G0,delta_simple,delta_OAC,delta_OAC_minus_delta_G0,A_low_evidence,D_low_evidence,A_OAC_above_threshold,D_OAC_above_threshold,A_OAC_topK,D_OAC_topK
W2,13662,0,0.0,99.0,98.0,80.75754057503326,80.75754057503326,76,76,0,0,8.908959800268284e-05,8.90895975617157e-05,0.0001562284652037857,0.00015622846425761324,0.00010826445095056642,0.00010826445041468945,-4.4096714127417336e-13,-9.461724752215378e-13,-5.358769661735832e-13,-9.490982489940986e-14,0,0,0,0,0,0
W2,14431,1,6.029056549072266,90.0,70.0,51.44619821066766,51.44619821066766,50,50,0,0,6.499227888033747e-05,6.3456731423288e-05,0.00025482412393962306,0.00025111551164274087,0.00011018382525596353,0.00010758055459682424,-1.535547457049479e-06,-3.708612296882195e-06,-2.6032706591392815e-06,-1.0677232020898025e-06,0,0,0,0,0,0
W2,17473,1,0.5581281781196594,95.0,71.0,56.08207027253903,56.2082137064246,52,53,0,0,6.179615494052875e-05,6.190449908086879e-05,0.00020449749879885738,0.00020341587006607258,0.00010182437641315005,0.00010178919173534715,1.083441403400379e-07,-1.081628732784801e-06,-3.518467780289861e-08,-1.435288181429365e-07,0,0,0,0,0,0
W2,17706,0,0.0,84.0,69.0,62.07004575498877,62.07004575498877,60,60,0,0,0.00012000265035652129,0.00012000265035652129,0.0001843070066031834,0.0001843070066031834,0.00015983390219729792,0.00015983390219729792,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W2,19273,0,0.0,84.0,69.0,63.352282657859845,63.352282657859845,61,61,0,0,0.00022934539087127303,0.00022934539017832467,0.0003410917929609033,0.0003410917916287144,0.0002996542002770086,0.00029965419937162793,-6.92948357115114e-13,-1.3321888622623568e-12,-9.053806424193234e-13,-2.1243228530420932e-13,0,0,0,0,0,0
W2,21520,0,0.0,98.0,97.0,77.33678022410909,77.33678022410909,76,76,0,0,0.00013671304706781588,0.00013671304706781588,0.0005465803857821618,0.0005465803857821618,0.0001714443424302632,0.0001714443424302632,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W2,21683,0,0.0,97.0,94.0,72.42198859262875,72.42198859262875,70,70,0,0,5.6752259936403566e-05,5.6752259936403566e-05,0.00016998098153105025,0.00016998098153105025,7.500430647168e-05,7.500430647168e-05,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W2,23561,0,0.0,8.0,8.0,8.0,8.0,8,8,0,0,0.00032544965290526306,0.00032544965290526306,0.00035572603689388183,0.00035572603689388183,0.00032544965290526306,0.00032544965290526306,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W2,23739,0,0.0,94.0,76.0,60.8357334174548,60.8357334174548,59,59,0,0,0.00024107845814262644,0.00024107845876185688,0.000533699217404469,0.0005336992187170456,0.0003643930229933511,0.00036439302392932545,6.19230442746796e-13,1.3125765665339406e-12,9.359743340618676e-13,3.1674389131507164e-13,0,0,0,0,0,0
W2,25600,0,0.0,89.0,68.0,57.00164547785157,57.00164547785157,53,53,0,0,0.0003049564801497456,0.0003049564801497456,0.0006042654405755608,0.0006042654405755608,0.00046492110879572284,0.00046492110879572284,0.0,0.0,0.0,0.0,0,0,0,0,1,1
W2,27513,0,0.0,86.0,74.0,59.12473417185713,59.12473417185713,56,56,0,0,0.00021308913582195667,0.0002130891371756232,0.0004057005663752229,0.0004057005700632435,0.0003038115324456484,0.00030381153437563654,1.3536665278285342e-12,3.68802059204365e-12,1.9299881246111206e-12,5.763215967825863e-13,0,0,0,0,0,0
W2,28594,0,0.0,100.0,94.0,81.41517409678181,81.41517409678181,78,78,0,0,4.8787680386916945e-05,4.878768039981329e-05,0.0001271784431980927,0.00012717844319811025,5.940301373723398e-05,5.940301375293635e-05,1.2896347672489844e-14,1.7536970139953034e-17,1.5702371315099578e-14,2.806023642609734e-15,0,0,0,0,0,0
W2,29176,0,0.0,96.0,61.0,48.95607175769794,48.95607175769794,45,45,0,0,0.00014644914360491322,0.00014644914360491322,0.00046794349044817596,0.00046794349044817596,0.0002765483517640726,0.0002765483517640726,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W2,29917,1,0.0002394357870798558,87.0,76.0,66.01843953341239,66.01843953341239,63,63,0,0,5.878572647410746e-05,5.87670849793637e-05,0.00020925890999925998,0.00020925354210341572,7.640131863537216e-05,7.63770910742756e-05,-1.8641494743757694e-08,-5.367895844265785e-09,-2.422756109656519e-08,-5.586066352807496e-09,0,0,0,0,0,0
W2,30386,0,0.0,69.0,59.0,58.0,58.0,56,56,0,0,0.00010779767209919962,0.00010779767209919962,0.00013751258283787847,0.00013751258283787847,0.0001269230655361544,0.0001269230655361544,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W2,30416,0,0.0,27.0,21.0,18.0,18.0,18,18,0,0,0.00021452589421801072,0.00021452589421801072,0.0004596580965153617,0.0004596580965153617,0.0003022864873071969,0.0003022864873071969,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W2,30487,0,0.0,99.0,88.0,68.666529453787,68.666529453787,67,67,0,0,0.0001701055675410221,0.0001701055675410221,0.0005176778938473876,0.0005176778938473876,0.0002411133927603884,0.0002411133927603884,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W2,30865,0,0.0,93.0,71.0,56.96251578023492,56.96251578023492,54,54,0,0,0.0003131470671033084,0.0003131470671033084,0.0006225581486904674,0.0006225581486904674,0.0004982613515905637,0.0004982613515905637,0.0,0.0,0.0,0.0,0,0,0,0,1,1
W2,31347,0,0.0,98.0,88.0,66.73609846714322,66.73609846714322,63,63,0,0,4.726632691294077e-05,4.726632691294077e-05,0.0001825387828657255,0.0001825387828657255,6.815707184301917e-05,6.815707184301917e-05,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W2,31962,0,0.0,89.0,69.0,57.376522036212556,57.376522036212556,54,54,0,0,0.0001018880886483702,0.00010188808505126757,0.00018603995600266477,0.0001860399480355938,0.00015438463976026156,0.00015438463430979716,-3.5971026369130063e-12,-7.967070959121608e-12,-5.450464407065481e-12,-1.8533617701524743e-12,0,0,0,0,0,0
W2,32237,1,5.226276874542236,93.0,67.0,50.016307220829816,50.016307220829816,49,49,0,0,5.471688463662685e-05,5.4161013523263156e-05,0.0001248434334412711,0.0001237643299689221,9.82580646998784e-05,9.725985692207078e-05,-5.558711133636911e-07,-1.07910347234901e-06,-9.982077778076203e-07,-4.423366644439291e-07,0,0,0,0,0,0
W2,32369,0,0.0,91.0,67.0,54.104660470612615,54.104660470612615,51,51,0,0,0.0002661629601773713,0.0002661629601773713,0.0005929929825171339,0.0005929929825171339,0.0004351713100473036,0.0004351713100473036,0.0,0.0,0.0,0.0,0,0,0,0,1,1
W2,34165,1,5.290980339050293,95.0,92.0,73.66066347232552,73.66066347232552,70,70,0,0,9.453400983440923e-05,9.398637952334579e-05,0.00016671643139106468,0.00016554810355032975,0.00012050974785892162,0.00011981164152849346,-5.476303110634411e-07,-1.1683278407349329e-06,-6.981063304281582e-07,-1.5047601936471716e-07,0,0,0,0,0,0
W2,35607,1,4.8700690269470215,77.0,71.0,61.444011484872,61.444011484872,58,58,0,0,4.847652170700736e-05,4.8214478069909306e-05,7.848854965242369e-05,7.795493249024877e-05,5.999935164694582e-05,5.967502044958563e-05,-2.6204363709805676e-07,-5.336171621749111e-07,-3.243311973601923e-07,-6.228756026213552e-08,0,0,0,0,0,0
W2,36337,0,0.0,86.0,74.0,60.72186716353596,60.72186716353596,59,59,0,0,7.605226923794676e-06,7.605226923794676e-06,1.813670167872672e-05,1.813670167872672e-05,1.0575566700077354e-05,1.0575566700077354e-05,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W2,36455,1,5.910987965762615e-05,97.0,67.0,61.57619428947379,61.57619428947379,59,59,0,0,0.00017923209691499101,0.00017923208938821914,0.0006203832575350811,0.0006203832574480147,0.0002760520335856068,0.0002760520219929249,-7.526771876121066e-12,-8.706642178057944e-14,-1.1592681892561019e-11,-4.0659100164399525e-12,0,0,0,0,0,0
W2,37844,0,0.0,99.0,99.0,82.10691593693079,82.1069160595001,83,83,0,0,0.00012025670602522747,0.00012025670573124938,0.0002500219415022249,0.0002500219415134319,0.00014384954548448705,0.00014384954492807089,-2.9397808514776413e-13,1.120701838622229e-14,-5.564161598917844e-13,-2.6243807474402026e-13,0,0,0,0,0,0
W2,39544,1,2.608891725540161,96.0,80.0,63.37609331542533,63.37609331542533,63,63,0,0,2.0474089398065808e-05,2.0350829207270952e-05,0.00012532441106923316,0.00012469332072561931,3.0387765734969375e-05,3.0204822223807622e-05,-1.2326019079485567e-07,-6.310903436138439e-07,-1.8294351116175317e-07,-5.96833203668975e-08,0,0,0,0,0,0
W2,40673,0,0.0,81.0,71.0,58.247422985862194,58.247422985862194,56,56,0,0,0.0003677375860397548,0.0003677375860397548,0.0005583571414670885,0.0005583571414670885,0.0005021524316031283,0.0005021524316031283,0.0,0.0,0.0,0.0,0,0,0,0,1,1
W2,41110,0,0.0,80.0,68.0,62.0259398049546,62.0259398049546,59,59,0,0,0.00024032124499947515,0.00024032124645466667,0.0004814304061448977,0.0004814304071975713,0.0003057432372729525,0.00030574323912428686,1.4551915174156743e-12,1.0526736275197346e-12,1.851334352747508e-12,3.961428353318336e-13,0,0,0,0,0,0
W2,41325,0,0.0,77.0,61.0,57.17128544161221,57.17128544161221,56,56,0,0,0.00013481180390598888,0.00013481180239410158,0.00033675067908962603,0.00033675067712938406,0.00017851114354639432,0.0001785111415444277,-1.5118872950456441e-12,-1.9602419730826992e-12,-2.001966626329066e-12,-4.900793312834217e-13,0,0,0,0,0,0
W2,41421,1,0.022604765370488167,35.0,22.0,21.0,21.0,18,18,0,0,0.00012693713553554785,0.00012690572957626704,0.00042124122855743187,0.0004212406390409202,0.00019802193143545464,0.00019797293813897659,-3.140595928081296e-08,-5.895165116698645e-10,-4.899329647805196e-08,-1.7587337197238996e-08,0,0,0,0,0,0
W2,41809,0,0.0,64.0,52.0,49.0,49.0,45,45,0,0,0.0001881116317439431,0.0001881116308344484,0.0005524419928273496,0.0005524419907963219,0.00024135077280354965,0.00024135077163665077,-9.094947017729282e-13,-2.0310276897805846e-12,-1.166898880040207e-12,-2.574041782672787e-13,0,0,0,0,0,0
W2,43705,0,0.0,24.0,24.0,24.0,24.0,22,22,0,0,0.00014926288189620607,0.0001492628820477885,0.0001693310349689881,0.00016933103512826173,0.00014926288189620607,0.0001492628820477885,1.5158244126046994e-13,1.5927363594681054e-13,1.5158244126046994e-13,0.0,0,0,0,0,0,0
W2,45431,0,0.0,97.0,94.0,70.20473354276895,70.20473354276895,76,76,0,0,0.00031625649857540075,0.0003162564985566666,0.0006436089810370916,0.0006436089810349082,0.000430456452454011,0.000430456452428512,-1.8734146178811528e-14,-2.183366334951309e-15,-2.5499025634034833e-14,-6.764879455223305e-15,0,0,0,0,1,1
W2,46736,0,0.0,99.0,69.0,52.3687485877195,52.3687485877195,53,53,0,0,0.00015477359238442057,0.00015477359238442057,0.0005510345319252017,0.0005510345319252017,0.00028281060720706456,0.00028281060720706456,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W2,47218,0,0.0,64.0,55.0,49.62352547461459,49.62352547461459,50,50,0,0,0.00033170471988798467,0.00033170471988798467,0.001775474132675003,0.001775474132675003,0.0004206348007286643,0.0004206348007286643,0.0,0.0,0.0,0.0,0,0,0,0,1,1
W2,47747,0,0.0,41.0,28.0,27.567780285364975,27.567780285364975,25,25,0,0,0.0002840703946036094,0.0002840703946036094,0.001481883663672728,0.001481883663672728,0.00040494351017416263,0.00040494351017416263,0.0,0.0,0.0,0.0,0,0,0,0,1,1
W2,49149,0,0.0,96.0,70.0,52.75032325276,52.75032325276,48,48,0,0,8.720361190961134e-05,8.720361190961134e-05,0.0003844841319417334,0.0003844841319417334,0.0001536618769926923,0.0001536618769926923,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W2,50968,0,0.0,98.0,97.0,74.37053287531464,74.37053287531464,73,73,0,0,8.915887340902386e-05,8.915887326053493e-05,0.00021189802223867173,0.00021189802176811183,0.00011604112864957883,0.00011604112845631906,-1.4848892785929851e-13,-4.70559897471079e-13,-1.932597690820076e-13,-4.477084122270908e-14,0,0,0,0,0,0
W2,51025,0,0.0,82.0,74.0,63.11902445298533,63.11902445298533,59,59,0,0,0.0001923945480845312,0.0001923945480845312,0.0002930610658832016,0.0002930610658832016,0.0002465162637585647,0.0002465162637585647,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W2,54208,1,1.2884160280227661,20.0,19.0,18.0,18.0,16,16,0,0,0.00042764353286202096,0.0004001828668378948,0.000527066852600329,0.0004909709748629395,0.00046652021766765923,0.0004365631274595216,-2.7460666024126134e-05,-3.6095877737389484e-05,-2.9957090208137616e-05,-2.4964241840114815e-06,0,0,0,0,1,1
W2,54309,0,0.0,97.0,94.0,71.30608908606133,71.30608908606133,69,69,0,0,0.0004451681416332914,0.0004451681416332914,0.0009813661609693696,0.0009813661609693696,0.0005970563981031993,0.0005970563981031993,0.0,0.0,0.0,0.0,0,0,0,0,1,1
W2,54850,1,3.0832271575927734,89.0,75.0,60.00231395408286,60.00231395408286,54,54,0,0,0.0001135855786091004,0.00011317029498953294,0.00019764679894604037,0.00019676928566957503,0.00016504807651524712,0.0001644446393231562,-4.15283619567463e-07,-8.775132764653421e-07,-6.03437192090914e-07,-1.88153572523451e-07,0,0,0,0,0,0
W2,55055,0,0.0,28.0,22.0,19.996060284915146,19.996060284915146,18,18,0,0,0.00011346138215222724,0.00011346138215222724,0.00022654425363799713,0.00022654425363799713,0.0001513066805868008,0.0001513066805868008,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W2,55243,0,0.0,94.0,68.0,56.64577893749558,56.64577893749558,55,55,0,0,0.0004630873061662127,0.0004630873061662127,0.0015914844159536233,0.0015914844159536233,0.0007483217595582747,0.0007483217595582747,0.0,0.0,0.0,0.0,0,0,1,1,1,1
W2,56406,0,0.0,85.0,73.0,60.244544860620536,60.244544860620536,57,57,0,0,0.00013502053161123354,0.00013501987181027718,0.00024669939586879376,0.00024669920173173057,0.0001870482130345925,0.00018704729899145868,-6.598009563566539e-10,-1.9413706319609814e-10,-9.140431338249336e-10,-2.5424217746827966e-10,0,0,0,0,0,0
W2,56838,0,0.0,77.0,66.0,61.87164870710666,61.87164870710666,60,60,0,0,0.00016203386629230567,0.00016203386629230567,0.00023167202979916505,0.00023167202979916505,0.0001992472243716708,0.0001992472243716708,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W2,58160,1,0.8815987706184387,100.0,100.0,86.18709741143202,86.18709728731193,87,87,0,0,0.00017395034246885598,0.0001738989097431154,0.00033697683504043205,0.00033686608464969324,0.00020059228133522175,0.00020053297153658784,-5.1432725740592315e-08,-1.107503907388013e-07,-5.930979863391075e-08,-7.877072893318435e-09,0,0,0,0,0,0
W2,61014,1,1.6409618854522705,100.0,92.0,81.7293301049411,81.7293301049411,78,78,0,0,0.00030781230605907595,0.00030807238632804155,0.0008260952155175964,0.0008269954932838046,0.00037341339062089355,0.0003737288993031533,2.6008026896560173e-07,9.002777662082224e-07,3.1550868225975253e-07,5.54284132941508e-08,0,0,0,0,1,1
W2,61355,0,0.0,34.0,20.0,19.356067617400996,19.356067617400996,17,17,0,0,0.0002512234718610696,0.0002512234718610696,0.001038513340641495,0.001038513340641495,0.00040873712506330525,0.00040873712506330525,0.0,0.0,0.0,0.0,0,0,0,0,1,1
W2,61899,0,0.0,77.0,70.0,66.01877784319971,66.01877784319971,64,64,0,0,0.00024209653053016894,0.00024186938911841162,0.00033847625389679876,0.00033816383364939864,0.0002800651421945407,0.00027980237762024974,-2.2714141175732738e-07,-3.1242024740011807e-07,-2.627645742909828e-07,-3.5623162533655406e-08,0,0,0,0,0,0
W2,62279,0,0.0,100.0,100.0,79.91684298636683,79.91684298636683,83,83,0,0,7.499987529911753e-05,7.499987515644055e-05,0.00017252566383312376,0.00017252566397495944,9.294900467568128e-05,9.294900449885854e-05,-1.4267698079852703e-13,1.4183568057025975e-13,-1.7682273559856826e-13,-3.414575480004123e-14,0,0,0,0,0,0
W2,62559,0,0.0,97.0,97.0,82.62282882300237,82.62282882300237,81,81,0,0,0.00016494118171811857,0.00016491877086854842,0.000303143051835665,0.0003031090254620056,0.0001923171937454232,0.00019229106326876548,-2.2410849570152127e-08,-3.402637365943449e-08,-2.6130476657719882e-08,-3.7196270875677548e-09,0,0,0,0,0,0
W2,65304,0,0.0,100.0,96.0,80.43331508574366,80.43331508574366,78,78,0,0,0.000128966753392743,0.00012896665571301202,0.000273218876567989,0.00027321884097018285,0.00015885367451490655,0.0001588535541987492,-9.76797309758335e-11,-3.559780616980979e-11,-1.203161573463344e-10,-2.2636426370500895e-11,0,0,0,0,0,0
W2,66832,0,0.0,95.0,84.0,72.0,72.0,67,67,0,0,2.976562260216896e-05,2.976562262131622e-05,0.00010248414982926984,0.00010248414983615958,3.877363996861483e-05,3.8773639993556655e-05,1.9147257699714607e-14,6.889738887912167e-15,2.494182703254022e-14,5.794569332825614e-15,0,0,0,0,0,0
W2,67841,1,13.127436637878418,100.0,100.0,84.76277642320792,84.7627799703368,83,83,0,0,0.00012324848742174767,0.0001226242001175848,0.0003460069936245489,0.0003451811291405107,0.00014440560794029423,0.00014367414829155478,-6.242873041628681e-07,-8.258644840382075e-07,-7.314596487394435e-07,-1.0717234457657539e-07,0,0,0,0,0,0
W2,70324,0,0.0,100.0,97.0,75.63408476364577,75.63408476364577,73,73,0,0,0.00027807862305151865,0.00027807862305151865,0.0006403363361254375,0.0006403363361254375,0.000363163297263893,0.000363163297263893,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W2,75927,0,0.0,91.0,73.0,60.939027888076026,60.939027888076026,58,58,0,0,0.00016298322625704994,0.00016298322625704994,0.00029602678375368577,0.00029602678375368577,0.0002384299087615812,0.0002384299087615812,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W2,77139,0,0.0,88.0,72.0,59.43939775197352,59.43939775197352,58,58,0,0,0.00029728777342180477,0.00029728777342180477,0.0005908566709697805,0.0005908566709697805,0.00043112759773882307,0.00043112759773882307,0.0,0.0,0.0,0.0,0,0,0,0,1,1
W2,77515,1,1.0081918844662141e-05,100.0,92.0,81.10051654810403,81.10051654810403,79,79,0,0,5.2989192015342466e-05,5.298968320387232e-05,0.0001402173918669207,0.0001402179526818798,6.475725639668159e-05,6.475785667044227e-05,4.911885298521904e-10,5.608149590877708e-10,6.0027376068395e-10,1.0908523083175961e-10,0,0,0,0,0,0
W2,79041,0,0.0,97.0,55.0,47.033775381941894,47.033775381941894,44,44,0,0,2.1073720017842345e-05,2.1073720022530462e-05,0.00013139938081192885,0.0001313993808168015,4.1706609120578985e-05,4.170660912985715e-05,4.688117298881633e-15,4.872648508638666e-15,9.278161734998375e-15,4.5900444361167414e-15,0,0,0,0,0,0
W2,79186,0,0.0,98.0,97.0,70.0,70.0,66,66,0,0,8.258534764477361e-05,8.258534764477361e-05,0.00016055514789448284,0.00016055514789448284,0.00011383385756441768,0.00011383385756441768,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W2,81553,0,0.0,82.0,72.0,62.4928882930622,62.4928882930622,58,58,0,0,0.00021169262171305547,0.00021169261990836358,0.0003306600929637757,0.00033066009202872165,0.00027379718244578525,0.00027379718011164835,-1.8046918939720186e-12,-9.350540632578619e-13,-2.3341368985199673e-12,-5.294450045479487e-13,0,0,0,0,0,0
W2,82594,0,0.0,82.0,75.0,65.09937523481966,65.09937523481966,63,63,0,0,0.00028875098051791914,0.00028875098051791914,0.0004892442549669945,0.0004892442549669945,0.00035937494717069065,0.00035937494717069065,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W2,83998,0,0.0,9.0,9.0,9.0,9.0,9,9,0,0,1.8269436280446724e-05,1.8269436280446724e-05,3.538309282768143e-05,3.538309282768143e-05,1.8269436280446724e-05,1.8269436280446724e-05,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W2,86480,0,0.0,80.0,69.0,62.440177467945354,62.440177467945354,59,59,0,0,0.00021655274964231807,0.00021655274964231807,0.00037125965438149683,0.00037125965438149683,0.000273786610198789,0.000273786610198789,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W2,87462,0,0.0,20.0,20.0,19.0,19.0,19,19,0,0,0.00033447864434492657,0.00033447864434492657,0.0005053337718407161,0.0005053337718407161,0.0003490211940990538,0.0003490211940990538,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W2,88725,0,0.0,99.0,83.0,70.57337332756572,70.57337332756572,66,66,0,0,5.2083725340257e-05,5.208372534029289e-05,0.00016529544321477262,0.0001652954432147727,7.193752234436553e-05,7.19375223444151e-05,3.5887091909270197e-17,8.131516293641283e-20,4.957514433689969e-17,1.3688052427629493e-17,0,0,0,0,0,0
W2,88865,0,0.0,70.0,57.0,51.0,51.0,47,47,0,0,8.15958276923569e-05,8.15958276923569e-05,0.00013357284752139843,0.00013357284752139843,0.00010978347725880745,0.00010978347725880745,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W2,93147,0,0.0,71.0,58.0,55.98313359583515,55.98313359583515,51,51,0,0,4.156775597604837e-05,4.156775618100492e-05,7.113612400897486e-05,7.113612421859707e-05,5.1974305297382685e-05,5.197430555365041e-05,2.049565486945959e-13,2.0962220945597992e-13,2.5626772432634295e-13,5.131117563174706e-14,0,0,0,0,0,0
W2,96150,1,1.456689476966858,19.0,15.0,10.750458532362881,11.295174890270983,10,11,0,0,6.084591287539167e-07,6.085477754988321e-07,3.6557694494032845e-06,3.5953221038011665e-06,9.487542323267892e-07,9.150989731654621e-07,8.864674491540421e-11,-6.044734560211802e-08,-3.365525916132717e-08,-3.3743905906242576e-08,0,0,0,0,0,0
W2,96640,0,0.0,18.0,16.0,16.0,16.0,15,15,0,0,0.00017491134894953575,0.00017491134894953575,0.00020150282837393693,0.00020150282837393693,0.00019240248384448931,0.00019240248384448931,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W2,99575,0,0.0,79.0,69.0,61.63271307168017,61.63271307168017,58,58,0,0,1.0105398585817713e-05,1.0105398597330304e-05,1.6833693620643482e-05,1.6833693636941273e-05,1.277942116619252e-05,1.2779421180751497e-05,1.1512590604141962e-14,1.6297791431306094e-14,1.455897678619405e-14,3.046386182052087e-15,0,0,0,0,0,0
W2,99836,0,0.0,24.0,21.0,17.0,17.0,16,16,0,0,8.696053697738552e-05,8.696053697738552e-05,0.00014458101869538198,0.00014458101869538198,0.00011594738263651403,0.00011594738263651403,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W2,99883,0,0.0,71.0,65.0,59.0,59.0,56,56,0,0,0.0001793299308063197,0.0001793299299864935,0.00026558692507440684,0.00026558692379622143,0.00021348801286466632,0.00021348801188868276,-8.198261947783836e-13,-1.2781854025721573e-12,-9.759835626309277e-13,-1.5615736785254408e-13,0,0,0,0,0,0
W2,100287,0,0.0,27.0,19.0,16.0,16.0,16,16,0,0,0.00018647929258515538,0.00018647929258515538,0.0005776401337205578,0.0005776401337205578,0.00028904290350699084,0.00028904290350699084,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W2,100454,0,0.0,9.0,9.0,8.005925922830016,8.005925922830016,8,8,0,0,0.00015927864943263457,0.00015927864943263457,0.00017650422666877974,0.00017650422666877974,0.00017246670152169037,0.00017246670152169037,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W2,101654,0,0.0,4.0,4.0,4.0,4.0,4,4,0,0,7.618759184424562e-06,7.618759184424562e-06,8.859070813261553e-06,8.859070813261553e-06,7.618759184424562e-06,7.618759184424562e-06,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W2,101730,0,0.0,68.0,59.0,54.203584509021155,54.203584509021155,51,51,0,0,6.857926752629522e-05,6.85792680612921e-05,0.00011080135307753852,0.00011080135415695425,8.483510600842712e-05,8.483510667023816e-05,5.349968786125953e-13,1.0794157316021055e-12,6.618110465032856e-13,1.2681416789069033e-13,0,0,0,0,0,0
W2,102758,0,0.0,75.0,68.0,59.792751461686095,59.792751461686095,56,56,0,0,2.11024625571099e-06,2.110246278448358e-06,2.6342756347705597e-06,2.6342756641921085e-06,2.613297755330304e-06,2.6132977834879233e-06,2.2737367883136385e-14,2.942154881540888e-14,2.8157619380526694e-14,5.420251497390309e-15,0,0,0,0,0,0
W2,102833,0,0.0,79.0,70.0,60.02206044388311,60.02206044388311,56,56,0,0,0.0001766234867944594,0.0001766234867944594,0.0002618474946912618,0.0002618474946912618,0.00022897965642311303,0.00022897965642311303,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W2,102967,0,0.0,90.0,65.0,51.42938177803271,51.42938177803271,50,50,0,0,3.535439955872417e-05,3.535439955872417e-05,7.387753451295951e-05,7.387753451295951e-05,5.995581137506279e-05,5.995581137506279e-05,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W2,103943,0,0.0,20.0,17.0,15.0,15.0,14,14,0,0,4.904280636976455e-05,4.904280636976455e-05,7.856957052670685e-05,7.856957052670685e-05,6.194880804601837e-05,6.194880804601837e-05,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W2,104988,0,0.0,9.0,9.0,9.0,9.0,9,9,0,0,1.6898377869741427e-05,1.6898377869741427e-05,1.989479965594119e-05,1.989479965594119e-05,1.6898377869741427e-05,1.6898377869741427e-05,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W2,107950,0,0.0,62.0,48.0,43.4910003464695,43.4910003464695,43,43,0,0,0.0004980887685636556,0.0004980887685636556,0.004554727787652781,0.004554727787652781,0.0006922123873022424,0.0006922123873022424,0.0,0.0,0.0,0.0,0,0,1,1,1,1
W2,110492,0,0.0,65.0,59.0,57.38410165091298,57.38410165091298,55,55,0,0,0.00013783944713886815,0.00013783944713886815,0.0007334615395555913,0.0007334615395555913,0.00015494112639572114,0.00015494112639572114,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W2,111492,0,0.0,2.0,2.0,2.0,2.0,2,2,0,0,9.767500523594208e-05,9.767500523594208e-05,9.899898815054845e-05,9.899898815054845e-05,9.767500523594208e-05,9.767500523594208e-05,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W2,111762,0,0.0,13.0,13.0,13.0,13.0,13,13,0,0,1.6714958169709112e-07,1.6714958169709112e-07,2.1419967426891918e-07,2.1419967426891918e-07,1.6714958169709112e-07,1.6714958169709112e-07,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W2,111778,0,0.0,79.0,72.0,66.30229262275971,66.30229262275971,63,63,0,0,8.985838434051894e-05,8.9848431108244e-05,0.00038335637307779284,0.00038335344532733356,0.00010608823157850381,0.00010607648063485745,-9.953232274939779e-09,-2.927750459278712e-09,-1.1750943646360746e-08,-1.7977113714209673e-09,0,0,0,0,0,0
W2,115023,1,0.000216360975173302,100.0,89.0,81.36622476982168,81.36622476982168,77,77,0,0,7.203276952232995e-05,7.203210296275797e-05,0.00018129211129419047,0.00018129210959156371,8.775611256702366e-05,8.775530051054965e-05,-6.665595719829035e-10,-1.7026267548625462e-12,-8.120564740120902e-10,-1.4549690202918675e-10,0,0,0,0,0,0
W2,115851,0,0.0,94.0,88.0,75.0,75.0,69,69,0,0,8.307702532245922e-05,8.307702532245922e-05,0.00016511915073295856,0.00016511915073295856,0.00010305757571646841,0.00010305757571646841,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W2,115988,0,0.0,5.0,5.0,5.0,5.0,5,5,0,0,0.00011265695793554187,0.00011265695793554187,0.00013241667793456797,0.00013241667793456797,0.00011265695793554187,0.00011265695793554187,0.0,0.0,0.0,0.0,0,0,0,0,0,0
